,pos,neg,sum,pos_pct
VDS,,1.0,1.0,
VDT,2.0,,2.0,1.0
VDU,2.0,1.0,3.0,0.6666666666666666
VDV,2.0,1.0,3.0,0.6666666666666666
VDW,,1.0,1.0,
VDX,,1.0,1.0,
VDY,5.0,,5.0,1.0
VE,3.0,2.0,5.0,0.6
VEA,2.0,,2.0,1.0
VEC,2.0,,2.0,1.0
VED,,1.0,1.0,
VEF,1.0,,1.0,1.0
VEJ,2.0,1.0,3.0,0.6666666666666666
VEK,2.0,,2.0,1.0
VEL,1.0,,1.0,1.0
VEM,2.0,2.0,4.0,0.5
VEN,3.0,,3.0,1.0
VEO,1.0,,1.0,1.0
VEQ,5.0,,5.0,1.0
VES,13.0,4.0,17.0,0.7647058823529411
VET,1.0,,1.0,1.0
VEU,1.0,,1.0,1.0
VEV,1.0,,1.0,1.0
VEX,1.0,1.0,2.0,0.5
VEY,,1.0,1.0,
VEZ,14.0,5.0,19.0,0.7368421052631579
VF,4.0,4.0,8.0,0.5
VFA,10.0,5.0,15.0,0.6666666666666666
VFB,3.0,2.0,5.0,0.6
VFC,35.0,14.0,49.0,0.7142857142857143
VFD,4.0,6.0,10.0,0.4
VFE,4.0,,4.0,1.0
VFF,2.0,,2.0,1.0
VFG,1.0,,1.0,1.0
VFH,1.0,,1.0,1.0
VFI,1.0,,1.0,1.0
VFJ,,1.0,1.0,
VFK,1.0,,1.0,1.0
VFL,1.0,,1.0,1.0
VFN,1.0,1.0,2.0,0.5
VFP,2.0,,2.0,1.0
VFR,1.0,,1.0,1.0
VFS,,1.0,1.0,
VFT,1.0,,1.0,1.0
VFU,17.0,7.0,24.0,0.7083333333333334
VFV,1.0,,1.0,1.0
VFX,10.0,3.0,13.0,0.7692307692307693
VFY,1.0,,1.0,1.0
VFZ,10.0,4.0,14.0,0.7142857142857143
VGA,3.0,1.0,4.0,0.75
VGC,3.0,,3.0,1.0
VGD,1.0,,1.0,1.0
VGE,2.0,1.0,3.0,0.6666666666666666
VGF,3.0,2.0,5.0,0.6
VGH,3.0,,3.0,1.0
VGJ,1.0,3.0,4.0,0.25
VGK,15.0,4.0,19.0,0.7894736842105263
VGL,1.0,,1.0,1.0
VGM,1.0,,1.0,1.0
VGN,1.0,1.0,2.0,0.5
VGP,5.0,1.0,6.0,0.8333333333333334
VGQ,2.0,,2.0,1.0
VGR,,1.0,1.0,
VGT,6.0,4.0,10.0,0.6
VGU,,1.0,1.0,
VGV,4.0,2.0,6.0,0.6666666666666666
VGW,2.0,,2.0,1.0
VGX,1.0,,1.0,1.0
VGZ,1.0,,1.0,1.0
VH,5.0,,5.0,1.0
VHA,60.0,23.0,83.0,0.7228915662650602
VHB,,2.0,2.0,
VHC,2.0,,2.0,1.0
VHD,8.0,4.0,12.0,0.6666666666666666
VHE,4.0,1.0,5.0,0.8
VHF,1.0,,1.0,1.0
VHH,42.0,2.0,44.0,0.9545454545454546
VHI,4.0,1.0,5.0,0.8
VHJ,6.0,1.0,7.0,0.8571428571428571
VHK,,1.0,1.0,
VHL,5.0,,5.0,1.0
VHM,2.0,,2.0,1.0
VHN,2.0,1.0,3.0,0.6666666666666666
VHP,5.0,,5.0,1.0
VHR,3.0,,3.0,1.0
VHT,2.0,1.0,3.0,0.6666666666666666
VHU,3.0,,3.0,1.0
VHV,1.0,,1.0,1.0
VHW,8.0,3.0,11.0,0.7272727272727273
VHX,2.0,,2.0,1.0
VHY,1.0,,1.0,1.0
VHZ,1.0,,1.0,1.0
VI,12.0,1.0,13.0,0.9230769230769231
VIA,15.0,7.0,22.0,0.6818181818181818
VIB,1.0,2.0,3.0,0.3333333333333333
VIC,1.0,,1.0,1.0
VID,1.0,,1.0,1.0
VIE,76.0,20.0,96.0,0.7916666666666666
VIG,1.0,1.0,2.0,0.5
VIH,7.0,,7.0,1.0
VII,2.0,1.0,3.0,0.6666666666666666
VIL,3.0,,3.0,1.0
VIM,6.0,4.0,10.0,0.6
VIN,1.0,,1.0,1.0
VIO,1.0,,1.0,1.0
VIQ,1.0,,1.0,1.0
VIR,6.0,,6.0,1.0
VIT,1.0,,1.0,1.0
VIU,,1.0,1.0,
VIV,1.0,,1.0,1.0
VIW,1.0,,1.0,1.0
VIX,1.0,,1.0,1.0
VIY,1.0,4.0,5.0,0.2
VIZ,1.0,,1.0,1.0
VJ,4.0,2.0,6.0,0.6666666666666666
VJA,1.0,,1.0,1.0
VJB,1.0,,1.0,1.0
VJC,1.0,,1.0,1.0
VJE,10.0,2.0,12.0,0.8333333333333334
VJF,1.0,,1.0,1.0
VJG,1.0,1.0,2.0,0.5
VJI,1.0,1.0,2.0,0.5
VJK,56.0,21.0,77.0,0.7272727272727273
VJP,4.0,,4.0,1.0
VJQ,1.0,,1.0,1.0
VJR,2.0,,2.0,1.0
VJS,2.0,1.0,3.0,0.6666666666666666
VJT,2.0,6.0,8.0,0.25
VJV,1.0,,1.0,1.0
VJW,1.0,,1.0,1.0
VJX,1.0,,1.0,1.0
VJY,1.0,4.0,5.0,0.2
VJZ,3.0,6.0,9.0,0.3333333333333333
VK,2.0,,2.0,1.0
VKA,43.0,12.0,55.0,0.7818181818181819
VKB,,1.0,1.0,
VKC,1.0,,1.0,1.0
VKD,1.0,,1.0,1.0
VKE,,1.0,1.0,
VKF,1.0,1.0,2.0,0.5
VKG,1.0,,1.0,1.0
VKH,1.0,,1.0,1.0
VKI,2.0,,2.0,1.0
VKJ,1.0,,1.0,1.0
VKK,14.0,10.0,24.0,0.5833333333333334
VKL,6.0,,6.0,1.0
VKM,,1.0,1.0,
VKN,8.0,,8.0,1.0
VKO,67.0,13.0,80.0,0.8375
VKQ,2.0,,2.0,1.0
VKR,,1.0,1.0,
VKS,2.0,,2.0,1.0
VKT,5.0,1.0,6.0,0.8333333333333334
VKU,2.0,,2.0,1.0
VKV,,1.0,1.0,
VKW,1.0,,1.0,1.0
VKX,2.0,,2.0,1.0
VKY,4.0,2.0,6.0,0.6666666666666666
VL,13.0,2.0,15.0,0.8666666666666667
VLA,,2.0,2.0,
VLB,11.0,1.0,12.0,0.9166666666666666
VLC,1.0,,1.0,1.0
VLF,1.0,,1.0,1.0
VLG,,1.0,1.0,
VLH,4.0,,4.0,1.0
VLJ,11.0,1.0,12.0,0.9166666666666666
VLK,12.0,2.0,14.0,0.8571428571428571
VLL,3.0,,3.0,1.0
VLM,1.0,,1.0,1.0
VLN,,1.0,1.0,
VLO,1.0,,1.0,1.0
VLQ,5.0,1.0,6.0,0.8333333333333334
VLT,12.0,1.0,13.0,0.9230769230769231
VLU,2.0,,2.0,1.0
VLW,1.0,,1.0,1.0
VLX,1.0,,1.0,1.0
VLY,4.0,1.0,5.0,0.8
VLZ,3.0,,3.0,1.0
VM,32.0,7.0,39.0,0.8205128205128205
VMB,2.0,,2.0,1.0
VMC,2.0,,2.0,1.0
VMD,4.0,,4.0,1.0
VME,4.0,4.0,8.0,0.5
VMF,,1.0,1.0,
VMH,6.0,,6.0,1.0
VML,1.0,,1.0,1.0
VMO,10.0,1.0,11.0,0.9090909090909091
VMP,,1.0,1.0,
VMQ,1.0,,1.0,1.0
VMS,1.0,1.0,2.0,0.5
VMT,5.0,1.0,6.0,0.8333333333333334
VMV,1.0,,1.0,1.0
VMX,1.0,,1.0,1.0
VMY,1.0,1.0,2.0,0.5
VMZ,1.0,,1.0,1.0
VN,4.0,1.0,5.0,0.8
VNB,1.0,,1.0,1.0
VNC,1.0,1.0,2.0,0.5
VND,1.0,,1.0,1.0
VNE,4.0,5.0,9.0,0.4444444444444444
VNF,1.0,1.0,2.0,0.5
VNG,29.0,12.0,41.0,0.7073170731707317
VNH,,1.0,1.0,
VNI,1.0,,1.0,1.0
VNJ,11.0,,11.0,1.0
VNK,36.0,12.0,48.0,0.75
VNL,2.0,3.0,5.0,0.4
VNM,2.0,1.0,3.0,0.6666666666666666
VNO,1.0,,1.0,1.0
VNQ,3.0,,3.0,1.0
VNR,1.0,,1.0,1.0
VNS,8.0,4.0,12.0,0.6666666666666666
VNT,1.0,1.0,2.0,0.5
VNX,,2.0,2.0,
VNY,1.0,,1.0,1.0
VO,4.0,1.0,5.0,0.8
VOA,1.0,1.0,2.0,0.5
VOB,1.0,,1.0,1.0
VOC,9.0,4.0,13.0,0.6923076923076923
VOD,2.0,1.0,3.0,0.6666666666666666
VOE,1.0,,1.0,1.0
VOF,1.0,,1.0,1.0
VOG,5.0,,5.0,1.0
VOH,,2.0,2.0,
VOJ,,1.0,1.0,
VOL,1.0,,1.0,1.0
VOM,8.0,3.0,11.0,0.7272727272727273
VON,1.0,,1.0,1.0
VOO,4.0,,4.0,1.0
VOP,32.0,7.0,39.0,0.8205128205128205
VOS,1.0,1.0,2.0,0.5
VOU,1.0,,1.0,1.0
VOV,,1.0,1.0,
VOX,1.0,,1.0,1.0
VOY,2.0,,2.0,1.0
VOZ,1.0,,1.0,1.0
VP,8.0,,8.0,1.0
VPB,11.0,4.0,15.0,0.7333333333333333
VPC,,2.0,2.0,
VPD,5.0,1.0,6.0,0.8333333333333334
VPF,,1.0,1.0,
VPG,3.0,,3.0,1.0
VPH,2.0,,2.0,1.0
VPI,28.0,6.0,34.0,0.8235294117647058
VPL,2.0,,2.0,1.0
VPM,11.0,6.0,17.0,0.6470588235294118
VPN,1.0,2.0,3.0,0.3333333333333333
VPO,2.0,1.0,3.0,0.6666666666666666
VPP,4.0,1.0,5.0,0.8
VPQ,5.0,1.0,6.0,0.8333333333333334
VPR,1.0,,1.0,1.0
VPS,3.0,,3.0,1.0
VPU,1.0,,1.0,1.0
VPV,2.0,1.0,3.0,0.6666666666666666
VPW,6.0,1.0,7.0,0.8571428571428571
VPX,1.0,,1.0,1.0
VPY,,1.0,1.0,
VPZ,1.0,,1.0,1.0
VQ,1.0,,1.0,1.0
VQA,2.0,,2.0,1.0
VQD,1.0,,1.0,1.0
VQE,1.0,3.0,4.0,0.25
VQF,2.0,,2.0,1.0
VQH,16.0,4.0,20.0,0.8
VQI,23.0,3.0,26.0,0.8846153846153846
VQK,6.0,1.0,7.0,0.8571428571428571
VQL,,2.0,2.0,
VQM,3.0,4.0,7.0,0.42857142857142855
VQN,3.0,,3.0,1.0
VQP,1.0,2.0,3.0,0.3333333333333333
VQQ,6.0,2.0,8.0,0.75
VQR,2.0,1.0,3.0,0.6666666666666666
VQS,1.0,1.0,2.0,0.5
VQT,5.0,,5.0,1.0
VQU,1.0,,1.0,1.0
VQV,1.0,,1.0,1.0
VQX,1.0,,1.0,1.0
VQY,11.0,2.0,13.0,0.8461538461538461
VR,2.0,1.0,3.0,0.6666666666666666
VRA,14.0,4.0,18.0,0.7777777777777778
VRB,,1.0,1.0,
VRC,,1.0,1.0,
VRD,1.0,,1.0,1.0
VRG,1.0,,1.0,1.0
VRH,,1.0,1.0,
VRI,4.0,,4.0,1.0
VRJ,6.0,2.0,8.0,0.75
VRK,,1.0,1.0,
VRM,1.0,1.0,2.0,0.5
VRN,2.0,,2.0,1.0
VRO,1.0,1.0,2.0,0.5
VRS,2.0,,2.0,1.0
VRU,,1.0,1.0,
VRV,4.0,,4.0,1.0
VRW,1.0,,1.0,1.0
VRX,38.0,7.0,45.0,0.8444444444444444
VRZ,1.0,,1.0,1.0
VS,3.0,,3.0,1.0
VSB,1.0,,1.0,1.0
VSC,1.0,,1.0,1.0
VSD,12.0,4.0,16.0,0.75
VSE,2.0,,2.0,1.0
VSF,2.0,,2.0,1.0
VSG,1.0,,1.0,1.0
VSH,2.0,,2.0,1.0
VSI,1.0,,1.0,1.0
VSJ,6.0,,6.0,1.0
VSL,2.0,,2.0,1.0
VSM,1.0,,1.0,1.0
VSN,1.0,1.0,2.0,0.5
VSP,,2.0,2.0,
VSR,1.0,1.0,2.0,0.5
VSS,1.0,,1.0,1.0
VST,1.0,,1.0,1.0
VSV,7.0,1.0,8.0,0.875
VSW,,1.0,1.0,
VSY,38.0,11.0,49.0,0.7755102040816326
VSZ,1.0,,1.0,1.0
VT,2.0,2.0,4.0,0.5
VTA,1.0,2.0,3.0,0.3333333333333333
VTB,1.0,2.0,3.0,0.3333333333333333
VTC,1.0,,1.0,1.0
VTD,3.0,1.0,4.0,0.75
VTF,3.0,2.0,5.0,0.6
VTG,1.0,,1.0,1.0
VTH,1.0,2.0,3.0,0.3333333333333333
VTI,1.0,,1.0,1.0
VTJ,1.0,,1.0,1.0
VTK,1.0,,1.0,1.0
VTL,2.0,,2.0,1.0
VTM,2.0,,2.0,1.0
VTN,,1.0,1.0,
VTO,1.0,,1.0,1.0
VTP,4.0,,4.0,1.0
VTQ,1.0,1.0,2.0,0.5
VTR,19.0,3.0,22.0,0.8636363636363636
VTS,2.0,,2.0,1.0
VTT,5.0,1.0,6.0,0.8333333333333334
VTU,3.0,,3.0,1.0
VTW,1.0,1.0,2.0,0.5
VTY,,1.0,1.0,
VU,5.0,2.0,7.0,0.7142857142857143
VUA,1.0,,1.0,1.0
VUB,2.0,,2.0,1.0
VUC,1.0,,1.0,1.0
VUD,9.0,1.0,10.0,0.9
VUE,3.0,,3.0,1.0
VUF,,1.0,1.0,
VUG,2.0,,2.0,1.0
VUH,,1.0,1.0,
VUI,,1.0,1.0,
VUJ,2.0,1.0,3.0,0.6666666666666666
VUK,1.0,,1.0,1.0
VUM,2.0,,2.0,1.0
VUN,1.0,,1.0,1.0
VUO,29.0,11.0,40.0,0.725
VUP,,1.0,1.0,
VUQ,2.0,1.0,3.0,0.6666666666666666
VUR,3.0,,3.0,1.0
VUT,2.0,,2.0,1.0
VUV,6.0,2.0,8.0,0.75
VUW,1.0,,1.0,1.0
VUY,1.0,1.0,2.0,0.5
VUZ,39.0,12.0,51.0,0.7647058823529411
VVA,1.0,1.0,2.0,0.5
VVD,6.0,1.0,7.0,0.8571428571428571
VVE,9.0,1.0,10.0,0.9
VVF,2.0,,2.0,1.0
VVG,2.0,,2.0,1.0
VVI,151.0,60.0,211.0,0.7156398104265402
VVK,2.0,,2.0,1.0
VVL,8.0,1.0,9.0,0.8888888888888888
VVN,1.0,1.0,2.0,0.5
VVO,2.0,,2.0,1.0
VVT,1.0,,1.0,1.0
VVU,10.0,1.0,11.0,0.9090909090909091
VVV,5.0,,5.0,1.0
VVW,,1.0,1.0,
VVY,5.0,,5.0,1.0
VVZ,2.0,,2.0,1.0
VW,1.0,,1.0,1.0
VWA,35.0,10.0,45.0,0.7777777777777778
VWC,3.0,,3.0,1.0
VWD,3.0,1.0,4.0,0.75
VWE,4.0,,4.0,1.0
VWF,6.0,1.0,7.0,0.8571428571428571
VWG,1.0,,1.0,1.0
VWH,2.0,3.0,5.0,0.4
VWI,5.0,1.0,6.0,0.8333333333333334
VWJ,6.0,1.0,7.0,0.8571428571428571
VWK,19.0,11.0,30.0,0.6333333333333333
VWL,2.0,,2.0,1.0
VWM,2.0,,2.0,1.0
VWO,6.0,1.0,7.0,0.8571428571428571
VWP,1.0,1.0,2.0,0.5
VWQ,1.0,,1.0,1.0
VWS,9.0,1.0,10.0,0.9
VWU,1.0,,1.0,1.0
VWV,42.0,12.0,54.0,0.7777777777777778
VWW,1.0,1.0,2.0,0.5
VWZ,1.0,,1.0,1.0
VX,33.0,8.0,41.0,0.8048780487804879
VXA,1.0,,1.0,1.0
VXB,6.0,,6.0,1.0
VXC,1.0,,1.0,1.0
VXE,1.0,,1.0,1.0
VXF,2.0,,2.0,1.0
VXH,1.0,,1.0,1.0
VXI,1.0,4.0,5.0,0.2
VXJ,,1.0,1.0,
VXL,1.0,,1.0,1.0
VXM,,1.0,1.0,
VXN,1.0,,1.0,1.0
VXO,5.0,2.0,7.0,0.7142857142857143
VXP,3.0,,3.0,1.0
VXQ,1.0,,1.0,1.0
VXR,2.0,,2.0,1.0
VXS,1.0,,1.0,1.0
VXT,1.0,,1.0,1.0
VXV,1.0,,1.0,1.0
VXW,,2.0,2.0,
VXX,2.0,,2.0,1.0
VXY,4.0,,4.0,1.0
VXZ,1.0,,1.0,1.0
VY,6.0,,6.0,1.0
VYB,4.0,2.0,6.0,0.6666666666666666
VYC,1.0,,1.0,1.0
VYE,1.0,,1.0,1.0
VYF,3.0,2.0,5.0,0.6
VYG,1.0,,1.0,1.0
VYI,1.0,,1.0,1.0
VYK,1.0,,1.0,1.0
VYL,3.0,,3.0,1.0
VYN,2.0,,2.0,1.0
VYO,1.0,,1.0,1.0
VYQ,,1.0,1.0,
VYS,3.0,,3.0,1.0
VYT,1.0,,1.0,1.0
VYU,2.0,,2.0,1.0
VYW,1.0,,1.0,1.0
VYY,1.0,,1.0,1.0
VYZ,2.0,,2.0,1.0
VZ,5.0,2.0,7.0,0.7142857142857143
VZA,,1.0,1.0,
VZB,1.0,,1.0,1.0
VZD,4.0,3.0,7.0,0.5714285714285714
VZE,1.0,,1.0,1.0
VZF,223.0,73.0,296.0,0.7533783783783784
VZH,,1.0,1.0,
VZI,2.0,,2.0,1.0
VZJ,,1.0,1.0,
VZK,1.0,,1.0,1.0
VZL,8.0,,8.0,1.0
VZM,6.0,1.0,7.0,0.8571428571428571
VZN,3.0,,3.0,1.0
VZO,6.0,,6.0,1.0
VZP,8.0,1.0,9.0,0.8888888888888888
VZQ,1.0,1.0,2.0,0.5
VZR,1.0,,1.0,1.0
VZS,1.0,,1.0,1.0
VZT,1.0,1.0,2.0,0.5
VZU,1.0,,1.0,1.0
VZV,,2.0,2.0,
VZX,1.0,,1.0,1.0
VZY,,1.0,1.0,
VZZ,2.0,2.0,4.0,0.5
W,1.0,,1.0,1.0
WA,2.0,1.0,3.0,0.6666666666666666
WAA,10.0,2.0,12.0,0.8333333333333334
WAB,,1.0,1.0,
WAC,1.0,,1.0,1.0
WAD,8.0,7.0,15.0,0.5333333333333333
WAE,1.0,1.0,2.0,0.5
WAF,8.0,,8.0,1.0
WAG,5.0,,5.0,1.0
WAH,28.0,3.0,31.0,0.9032258064516129
WAI,1.0,,1.0,1.0
WAJ,1.0,,1.0,1.0
WAK,4.0,4.0,8.0,0.5
WAL,2.0,1.0,3.0,0.6666666666666666
WAM,2.0,1.0,3.0,0.6666666666666666
WAP,2.0,,2.0,1.0
WAQ,5.0,,5.0,1.0
WAR,1.0,,1.0,1.0
WAU,1.0,,1.0,1.0
WAV,,1.0,1.0,
WAX,2.0,,2.0,1.0
WAZ,2.0,,2.0,1.0
WB,1.0,1.0,2.0,0.5
WBA,2.0,,2.0,1.0
WBB,4.0,,4.0,1.0
WBC,1.0,,1.0,1.0
WBD,47.0,17.0,64.0,0.734375
WBE,1.0,,1.0,1.0
WBF,1.0,,1.0,1.0
WBH,1.0,,1.0,1.0
WBI,5.0,1.0,6.0,0.8333333333333334
WBJ,1.0,1.0,2.0,0.5
WBK,2.0,,2.0,1.0
WBM,1.0,,1.0,1.0
WBN,,1.0,1.0,
WBO,42.0,14.0,56.0,0.75
WBP,2.0,,2.0,1.0
WBQ,1.0,1.0,2.0,0.5
WBS,1.0,,1.0,1.0
WBT,2.0,,2.0,1.0
WBU,1.0,,1.0,1.0
WBV,1.0,1.0,2.0,0.5
WBW,1.0,,1.0,1.0
WBX,29.0,6.0,35.0,0.8285714285714286
WBY,7.0,3.0,10.0,0.7
WBZ,1.0,,1.0,1.0
WC,4.0,,4.0,1.0
WCA,4.0,,4.0,1.0
WCB,6.0,6.0,12.0,0.5
WCC,1.0,1.0,2.0,0.5
WCD,1.0,,1.0,1.0
WCF,3.0,1.0,4.0,0.75
WCH,1.0,,1.0,1.0
WCI,3.0,,3.0,1.0
WCK,2.0,,2.0,1.0
WCL,16.0,1.0,17.0,0.9411764705882353
WCM,,1.0,1.0,
WCN,1.0,1.0,2.0,0.5
WCO,1.0,,1.0,1.0
WCP,1.0,,1.0,1.0
WCQ,1.0,,1.0,1.0
WCR,3.0,3.0,6.0,0.5
WCS,1.0,,1.0,1.0
WCT,1.0,,1.0,1.0
WCU,1.0,,1.0,1.0
WCV,21.0,14.0,35.0,0.6
WCX,10.0,,10.0,1.0
WCY,1.0,,1.0,1.0
WCZ,3.0,1.0,4.0,0.75
WD,1.0,,1.0,1.0
WDA,,1.0,1.0,
WDF,1.0,,1.0,1.0
WDG,3.0,,3.0,1.0
WDH,2.0,,2.0,1.0
WDI,1.0,1.0,2.0,0.5
WDK,19.0,6.0,25.0,0.76
WDL,1.0,,1.0,1.0
WDM,,1.0,1.0,
WDO,1.0,,1.0,1.0
WDP,4.0,1.0,5.0,0.8
WDQ,3.0,1.0,4.0,0.75
WDR,2.0,,2.0,1.0
WDS,3.0,,3.0,1.0
WDV,1.0,,1.0,1.0
WDX,,2.0,2.0,
WDZ,12.0,3.0,15.0,0.8
WE,8.0,2.0,10.0,0.8
WEB,1.0,,1.0,1.0
WEE,1.0,,1.0,1.0
WEG,14.0,2.0,16.0,0.875
WEH,2.0,,2.0,1.0
WEI,3.0,1.0,4.0,0.75
WEJ,54.0,8.0,62.0,0.8709677419354839
WEK,3.0,3.0,6.0,0.5
WEL,3.0,,3.0,1.0
WEM,1.0,,1.0,1.0
WEN,6.0,,6.0,1.0
WEP,1.0,1.0,2.0,0.5
WEQ,1.0,,1.0,1.0
WER,1.0,,1.0,1.0
WES,1.0,,1.0,1.0
WET,3.0,1.0,4.0,0.75
WEU,1.0,,1.0,1.0
WEW,1.0,,1.0,1.0
WEX,2.0,2.0,4.0,0.5
WEY,1.0,,1.0,1.0
WEZ,2.0,,2.0,1.0
WF,2.0,,2.0,1.0
WFA,1.0,,1.0,1.0
WFB,8.0,4.0,12.0,0.6666666666666666
WFC,1.0,1.0,2.0,0.5
WFD,1.0,,1.0,1.0
WFE,2.0,,2.0,1.0
WFF,1.0,,1.0,1.0
WFG,1.0,,1.0,1.0
WFI,2.0,1.0,3.0,0.6666666666666666
WFJ,1.0,,1.0,1.0
WFK,,1.0,1.0,
WFL,1.0,,1.0,1.0
WFN,2.0,,2.0,1.0
WFO,7.0,2.0,9.0,0.7777777777777778
WFQ,1.0,1.0,2.0,0.5
WFR,6.0,2.0,8.0,0.75
WFS,1.0,,1.0,1.0
WFT,96.0,36.0,132.0,0.7272727272727273
WFU,1.0,,1.0,1.0
WFX,2.0,,2.0,1.0
WFY,1.0,,1.0,1.0
WFZ,,4.0,4.0,
WG,7.0,,7.0,1.0
WGA,1.0,,1.0,1.0
WGB,1.0,,1.0,1.0
WGC,4.0,,4.0,1.0
WGE,2.0,,2.0,1.0
WGF,1.0,,1.0,1.0
WGG,3.0,1.0,4.0,0.75
WGH,8.0,,8.0,1.0
WGI,,1.0,1.0,
WGJ,,2.0,2.0,
WGK,1.0,,1.0,1.0
WGL,3.0,,3.0,1.0
WGM,1.0,,1.0,1.0
WGN,1.0,,1.0,1.0
WGO,2.0,2.0,4.0,0.5
WGQ,6.0,1.0,7.0,0.8571428571428571
WGR,1.0,,1.0,1.0
WGT,9.0,,9.0,1.0
WGV,1.0,,1.0,1.0
WGW,2.0,1.0,3.0,0.6666666666666666
WGX,1.0,,1.0,1.0
WGY,7.0,1.0,8.0,0.875
WGZ,3.0,,3.0,1.0
WH,6.0,4.0,10.0,0.6
WHA,2.0,1.0,3.0,0.6666666666666666
WHC,3.0,1.0,4.0,0.75
WHE,2.0,,2.0,1.0
WHG,,3.0,3.0,
WHH,1.0,1.0,2.0,0.5
WHJ,2.0,3.0,5.0,0.4
WHL,1.0,,1.0,1.0
WHM,5.0,3.0,8.0,0.625
WHO,1.0,,1.0,1.0
WHP,,1.0,1.0,
WHQ,1.0,,1.0,1.0
WHR,1.0,,1.0,1.0
WHS,11.0,3.0,14.0,0.7857142857142857
WHT,,1.0,1.0,
WHV,,1.0,1.0,
WHX,,1.0,1.0,
WHY,3.0,2.0,5.0,0.6
WI,25.0,3.0,28.0,0.8928571428571429
WIA,6.0,,6.0,1.0
WIB,1.0,,1.0,1.0
WIC,14.0,1.0,15.0,0.9333333333333333
WID,,1.0,1.0,
WIE,,1.0,1.0,
WIF,,1.0,1.0,
WIG,23.0,9.0,32.0,0.71875
WIH,2.0,,2.0,1.0
WII,4.0,,4.0,1.0
WIJ,1.0,,1.0,1.0
WIK,27.0,14.0,41.0,0.6585365853658537
WIL,1.0,,1.0,1.0
WIM,1.0,,1.0,1.0
WIN,8.0,3.0,11.0,0.7272727272727273
WIO,2.0,,2.0,1.0
WIP,1.0,,1.0,1.0
WIQ,2.0,,2.0,1.0
WIS,1.0,1.0,2.0,0.5
WIT,3.0,,3.0,1.0
WIU,11.0,,11.0,1.0
WIV,1.0,,1.0,1.0
WIW,1.0,,1.0,1.0
WIX,1.0,1.0,2.0,0.5
WIZ,,1.0,1.0,
WJA,1.0,,1.0,1.0
WJB,2.0,,2.0,1.0
WJC,3.0,1.0,4.0,0.75
WJD,3.0,2.0,5.0,0.6
WJE,1.0,1.0,2.0,0.5
WJF,1.0,,1.0,1.0
WJG,1.0,,1.0,1.0
WJH,5.0,1.0,6.0,0.8333333333333334
WJJ,1.0,,1.0,1.0
WJK,5.0,2.0,7.0,0.7142857142857143
WJL,10.0,,10.0,1.0
WJM,1.0,1.0,2.0,0.5
WJN,7.0,1.0,8.0,0.875
WJO,1.0,,1.0,1.0
WJQ,1.0,,1.0,1.0
WJR,1.0,,1.0,1.0
WJS,9.0,1.0,10.0,0.9
WJT,34.0,6.0,40.0,0.85
WJU,2.0,,2.0,1.0
WJV,2.0,,2.0,1.0
WJW,10.0,1.0,11.0,0.9090909090909091
WJX,1.0,,1.0,1.0
WJY,4.0,,4.0,1.0
WJZ,,1.0,1.0,
WK,2.0,,2.0,1.0
WKB,3.0,1.0,4.0,0.75
WKC,5.0,2.0,7.0,0.7142857142857143
WKD,2.0,,2.0,1.0
WKF,4.0,3.0,7.0,0.5714285714285714
WKJ,9.0,3.0,12.0,0.75
WKL,,1.0,1.0,
WKN,1.0,,1.0,1.0
WKO,1.0,,1.0,1.0
WKP,7.0,2.0,9.0,0.7777777777777778
WKQ,1.0,,1.0,1.0
WKS,1.0,,1.0,1.0
WKT,2.0,1.0,3.0,0.6666666666666666
WKU,2.0,,2.0,1.0
WKW,5.0,1.0,6.0,0.8333333333333334
WKX,3.0,,3.0,1.0
WKY,26.0,6.0,32.0,0.8125
WKZ,,1.0,1.0,
WL,2.0,,2.0,1.0
WLC,2.0,,2.0,1.0
WLD,1.0,,1.0,1.0
WLE,2.0,,2.0,1.0
WLH,1.0,,1.0,1.0
WLI,2.0,2.0,4.0,0.5
WLJ,12.0,1.0,13.0,0.9230769230769231
WLL,1.0,1.0,2.0,0.5
WLM,5.0,,5.0,1.0
WLN,1.0,,1.0,1.0
WLO,1.0,,1.0,1.0
WLP,3.0,,3.0,1.0
WLQ,1.0,,1.0,1.0
WLR,2.0,,2.0,1.0
WLS,2.0,,2.0,1.0
WLU,13.0,2.0,15.0,0.8666666666666667
WLV,1.0,,1.0,1.0
WLY,6.0,,6.0,1.0
WLZ,5.0,1.0,6.0,0.8333333333333334
WM,,1.0,1.0,
WMA,1.0,,1.0,1.0
WMB,2.0,1.0,3.0,0.6666666666666666
WMC,,1.0,1.0,
WMD,2.0,,2.0,1.0
WMF,1.0,,1.0,1.0
WMG,1.0,,1.0,1.0
WMH,,1.0,1.0,
WMJ,1.0,,1.0,1.0
WMK,1.0,,1.0,1.0
WML,2.0,,2.0,1.0
WMM,,3.0,3.0,
WMN,4.0,1.0,5.0,0.8
WMP,,2.0,2.0,
WMQ,,1.0,1.0,
WMR,1.0,,1.0,1.0
WMS,2.0,,2.0,1.0
WMU,3.0,5.0,8.0,0.375
WMW,1.0,,1.0,1.0
WMX,1.0,,1.0,1.0
WMY,5.0,1.0,6.0,0.8333333333333334
WMZ,1.0,,1.0,1.0
WN,2.0,,2.0,1.0
WNA,1.0,,1.0,1.0
WNB,8.0,1.0,9.0,0.8888888888888888
WNC,1.0,,1.0,1.0
